Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,a fun university on CA coast,34.416929,-119.845991,https://www.ucsb.edu/,http://laxteams.net/files_public/0/966/files/Photos/UCSBLagoonAerial.jpg
Pittsburgh,my hometown,40.44545775,-79.96368011,https://www.visitpittsburgh.com/,https://www.worldtranslationcenter.com/wp-content/uploads/2017/08/pittsburgh-pa.jpeg
